Stagione,Id,Ruolo,Giocatori,Squadra,Presenze,Media Voto,Fanta Media,Goal Fatti,Goal Subiti,Rigori Parati,Rigori Calciati,Rigori Segnati,Rigori Sbagliati,Assist,Ammonizioni ,Espulsioni,Autogoal
2021-2022,581,Difensore,Faraoni,Verona,32,"6,14","6,55",4,0,0,0,0,0,5,6,1,0
2021-2022,798,Difensore,Skriniar,Inter,35,"6,27","6,49",3,0,0,0,0,0,0,3,0,0
2021-2022,4998,Difensore,Molina N.,Udinese,35,"6,04","6,6",7,0,0,0,0,0,2,5,1,0
2021-2022,286,Difensore,Bonucci,Juventus,23,"6,07","6,7",5,0,0,3,3,0,0,1,0,0
2021-2022,357,Difensore,Calabria,Milan,26,"6,13","6,4",2,0,0,0,0,0,2,2,0,0
2021-2022,4307,Difensore,Romero,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4899,Difensore,Singo,Torino,35,"6,13","6,4",3,0,0,0,0,0,4,5,1,0
2021-2022,2816,Difensore,Di Lorenzo,Napoli,33,"6,21","6,38",1,0,0,0,0,0,4,3,0,0
2021-2022,4245,Difensore,Smalling,Roma,25,"6,26","6,54",3,0,0,0,0,0,0,0,0,1
2021-2022,4428,Difensore,De Ligt,Juventus,31,"6,21","6,47",3,0,0,0,0,0,1,2,1,0
2021-2022,4976,Difensore,Kalulu,Milan,24,"6,27","6,4",1,0,0,0,0,0,2,4,0,0
2021-2022,5355,Difensore,Udogie,Udinese,34,"6,03","6,5",5,0,0,0,0,0,3,4,0,0
2021-2022,253,Difensore,D'ambrosio,Inter,16,"6,16","6,34",1,0,0,0,0,0,1,2,0,0
2021-2022,554,Difensore,Zappacosta,Atalanta,32,"6,05","6,2",1,0,0,0,0,0,5,6,0,0
2021-2022,2759,Difensore,Criscito,Genoa,20,"5,98","6,68",6,0,0,7,6,1,1,4,0,0
2021-2022,487,Difensore,De Silvestri,Bologna,30,"5,97","6,22",3,0,0,0,0,0,2,7,0,0
2021-2022,513,Difensore,Acerbi,Lazio,29,"5,91","6,28",4,0,0,0,0,0,0,1,1,0
2021-2022,2120,Difensore,Bastoni,Inter,31,"6,18","6,27",1,0,0,0,0,0,2,4,0,0
2021-2022,2160,Difensore,Gosens,Inter,11,"6,05","6,27",1,0,0,0,0,0,1,3,0,0
2021-2022,4751,Difensore,Tomori,Milan,31,"6,34","6,27",0,0,0,0,0,0,0,4,0,0
2021-2022,4904,Difensore,Mari',Udinese,15,"6,27","6,57",2,0,0,0,0,0,0,1,1,0
2021-2022,5332,Difensore,Bastoni S.,Spezia,29,"6,1","6,4",3,0,0,0,0,0,3,5,1,0
2021-2022,142,Difensore,Mario Rui,Napoli,34,"6,09","6,13",0,0,0,0,0,0,5,7,0,0
2021-2022,252,Difensore,Biraghi,Fiorentina,37,"5,99","6,14",4,0,0,2,1,1,1,3,1,1
2021-2022,254,Difensore,Dimarco,Inter,25,"6,2","6,42",2,0,0,1,0,1,3,1,0,0
2021-2022,2181,Difensore,Palomino,Atalanta,33,"6,05",6,1,0,0,0,0,0,0,9,0,0
2021-2022,2263,Difensore,Lazzari,Lazio,29,"6,02","6,38",3,0,0,0,0,0,3,3,0,0
2021-2022,2525,Difensore,Darmian,Inter,23,"6,15","6,37",2,0,0,0,0,0,1,4,0,0
2021-2022,2180,Difensore,Karsdorp,Roma,35,"6,04","5,97",0,0,0,0,0,0,2,7,1,0
2021-2022,4412,Difensore,Rodrigo Becao,Udinese,35,"6,04","6,1",2,0,0,0,0,0,1,10,0,0
2021-2022,4994,Difensore,Vojvoda,Torino,29,"5,91","5,97",0,0,0,0,0,0,3,3,0,0
2021-2022,5300,Difensore,Hickey,Bologna,36,"5,89","6,24",5,0,0,0,0,0,1,7,0,0
2021-2022,5675,Difensore,Theate,Bologna,30,"5,93","6,07",2,0,0,0,0,0,1,6,0,0
2021-2022,118,Difensore,Radovanovic,Salernitana,14,"5,79","5,86",1,0,0,0,0,0,0,4,0,0
2021-2022,358,Difensore,De Sciglio,Juventus,17,"6,15","6,32",1,0,0,0,0,0,2,2,1,0
2021-2022,464,Difensore,Florenzi,Milan,20,"6,18","6,45",2,0,0,0,0,0,0,2,0,0
2021-2022,4237,Difensore,Danilo,Juventus,22,"6,14","6,23",1,0,0,0,0,0,2,6,0,0
2021-2022,4331,Difensore,Ibanez,Roma,32,"5,92","6,08",3,0,0,0,0,0,0,9,0,0
2021-2022,4422,Difensore,Tomiyasu,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4982,Difensore,Erlic,Spezia,30,"5,9","6,02",2,0,0,0,0,0,0,5,0,0
2021-2022,5526,Difensore,Scalvini,Atalanta,14,"6,11","6,29",1,0,0,0,0,0,0,1,0,0
2021-2022,706,Difensore,Ansaldi,Torino,15,"5,93","6,07",0,0,0,0,0,0,3,2,0,0
2021-2022,2006,Difensore,Lirola,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2280,Difensore,Nuytinck,Udinese,26,"5,98","6,1",1,0,0,0,0,0,1,2,0,0
2021-2022,4332,Difensore,Demiral,Atalanta,26,"6,13","6,17",1,0,0,0,0,0,2,8,0,0
2021-2022,4421,Difensore,Augello,Sampdoria,34,"5,85","5,97",1,0,0,0,0,0,1,0,0,0
2021-2022,5479,Difensore,Ceccaroni,Venezia,35,"5,79","5,86",2,0,0,0,0,0,1,7,1,0
2021-2022,5514,Difensore,Vasquez,Genoa,28,"5,8","5,79",1,0,0,0,0,0,0,7,0,0
2021-2022,5520,Difensore,Cambiaso,Genoa,25,"5,96","6,14",1,0,0,0,0,0,4,3,1,0
2021-2022,288,Difensore,Chiellini,Juventus,19,"6,18","6,13",0,0,0,0,0,0,0,2,0,0
2021-2022,322,Difensore,De Vrij,Inter,28,"5,82","5,7",0,0,0,0,0,0,0,3,0,1
2021-2022,1847,Difensore,Caldara,Venezia,30,"5,82","5,77",1,0,0,0,0,0,0,9,0,0
2021-2022,1891,Difensore,Ceccherini,Verona,34,"5,9","5,81",1,0,0,0,0,0,0,10,1,0
2021-2022,2016,Difensore,Fazio,Salernitana,16,"5,81","5,91",1,0,0,0,0,0,0,1,1,0
2021-2022,2164,Difensore,Milenkovic,Fiorentina,34,"5,9","5,84",1,0,0,0,0,0,0,8,1,0
2021-2022,2169,Difensore,Rodriguez R.,Torino,32,"5,95","5,94",0,0,0,0,0,0,1,3,0,0
2021-2022,2296,Difensore,Mancini,Roma,33,"5,82","5,58",0,0,0,0,0,0,0,14,1,0
2021-2022,2309,Difensore,Pezzella Ger.,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2784,Difensore,Colley,Sampdoria,31,6,"5,89",0,0,0,0,0,0,0,5,1,0
2021-2022,4530,Difensore,Kyriakopoulos,Sassuolo,25,"5,96",6,0,0,0,0,0,0,5,6,1,0
2021-2022,4887,Difensore,Bellanova,Cagliari,31,"6,02","6,1",1,0,0,0,0,0,1,3,0,0
2021-2022,4934,Difensore,Lovato,Cagliari,21,"5,98","5,86",0,0,0,0,0,0,0,5,0,0
2021-2022,5447,Difensore,Altare,Cagliari,18,"6,06","6,08",1,0,0,0,0,0,0,5,0,0
2021-2022,5449,Difensore,Parisi,Empoli,23,"5,87","5,8",0,0,0,0,0,0,1,5,0,0
2021-2022,5481,Difensore,Mazzocchi,Salernitana,32,"5,84","5,83",0,0,0,0,0,0,2,5,0,0
2021-2022,5695,Difensore,Haps,Venezia,25,"5,86","5,9",1,0,0,0,0,0,1,6,0,0
2021-2022,45,Difensore,Ferrari A.,Sampdoria,22,"5,68","5,73",1,0,0,0,0,0,0,4,0,0
2021-2022,76,Difensore,Romagnoli S.,Empoli,18,"5,89","6,03",2,0,0,0,0,0,0,3,0,1
2021-2022,695,Difensore,Toloi,Atalanta,19,"5,92","5,97",1,0,0,0,0,0,1,6,0,0
2021-2022,787,Difensore,Djimsiti,Atalanta,29,"5,83","5,81",1,0,0,0,0,0,1,6,0,1
2021-2022,790,Difensore,Samir,Udinese,17,"6,15",6,0,0,0,0,0,0,0,5,0,0
2021-2022,1852,Difensore,Spinazzola,Roma,2,"6,25",6,0,0,0,0,0,0,0,1,0,0
2021-2022,1866,Difensore,Ceppitelli,Cagliari,21,"5,81","5,9",1,0,0,0,0,0,0,3,0,0
2021-2022,1895,Difensore,Ferrari G.,Sassuolo,36,"5,78","5,78",1,0,0,0,0,0,0,4,1,0
2021-2022,2130,Difensore,Hateboer,Atalanta,21,"5,6","5,55",0,0,0,0,0,0,0,2,0,0
2021-2022,2141,Difensore,Depaoli,Verona,17,"5,79","5,91",1,0,0,0,0,0,1,4,0,0
2021-2022,2171,Difensore,Lyanco,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2614,Difensore,Odriozola,Fiorentina,25,"5,92",6,1,0,0,0,0,0,2,4,1,0
2021-2022,2633,Difensore,Kjaer,Milan,10,"6,05","5,75",0,0,0,0,0,0,0,2,0,1
2021-2022,4407,Difensore,Igor,Fiorentina,28,"5,8","5,75",0,0,0,0,0,0,0,3,0,0
2021-2022,4433,Difensore,Zortea,Salernitana,23,"5,76","5,93",1,0,0,0,0,0,2,3,0,0
2021-2022,4983,Difensore,Ferrer,Spezia,23,"5,72","5,78",0,0,0,0,0,0,3,3,0,0
2021-2022,5450,Difensore,Stojanovic,Empoli,33,"6,05",6,1,0,0,0,0,0,1,9,1,0
2021-2022,5498,Difensore,Casale,Verona,34,"6,04","5,94",0,0,0,0,0,0,1,10,0,0
2021-2022,5686,Difensore,Soppy,Udinese,19,"5,89","5,79",0,0,0,0,0,0,0,4,0,0
2021-2022,5748,Difensore,Hefti,Genoa,16,"5,81","5,78",0,0,0,0,0,0,0,1,0,0
2021-2022,11,Difensore,Conti,Sampdoria,6,"5,92","6,33",1,0,0,0,0,0,0,1,0,0
2021-2022,256,Difensore,Juan Jesus,Napoli,14,6,"6,04",1,0,0,0,0,0,0,1,0,1
2021-2022,287,Difensore,Caceres,Cagliari,14,"5,68","5,79",1,0,0,0,0,0,1,3,1,0
2021-2022,327,Difensore,Patric,Lazio,22,"5,7","5,66",1,0,0,0,0,0,1,4,1,1
2021-2022,2188,Difensore,Marusic,Lazio,33,"5,73","5,73",1,0,0,0,0,0,0,4,1,0
2021-2022,2285,Difensore,Bani,Genoa,17,6,"5,97",0,0,0,0,0,0,0,1,0,0
2021-2022,2653,Difensore,Lykogiannis,Cagliari,25,"5,6","5,68",1,0,0,0,0,0,0,2,0,0
2021-2022,2728,Difensore,Pellegrini Lu.,Juventus,17,"6,03","5,91",0,0,0,0,0,0,1,6,0,0
2021-2022,2739,Difensore,Reca,Spezia,24,"5,67","5,69",0,0,0,0,0,0,2,3,0,0
2021-2022,2746,Difensore,Dijks,Bologna,11,"5,77","5,86",0,0,0,0,0,0,2,2,0,0
2021-2022,2865,Difensore,Aina,Torino,20,"5,92","5,82",0,0,0,0,0,0,0,4,0,0
2021-2022,4185,Difensore,Maitland-Niles,Roma,8,"5,62","5,62",0,0,0,0,0,0,0,0,0,0
2021-2022,4521,Difensore,Muldur,Sassuolo,26,"5,71","5,62",0,0,0,0,0,0,0,5,0,0
2021-2022,4719,Difensore,Ampadu,Venezia,29,"5,88","5,74",0,0,0,0,0,0,3,10,2,0
2021-2022,4895,Difensore,Yoshida,Sampdoria,24,"5,79","6,04",2,0,0,0,0,0,3,2,0,1
2021-2022,4979,Difensore,Ayhan,Sassuolo,18,"5,81","5,86",1,0,0,0,0,0,0,2,1,0
2021-2022,5375,Difensore,Maehle,Atalanta,24,"5,81","5,94",1,0,0,0,0,0,1,2,0,0
2021-2022,5475,Difensore,Amian,Spezia,32,"5,72","5,67",1,0,0,0,0,0,1,7,2,0
2021-2022,5693,Difensore,Kiwior,Spezia,22,"5,73","5,59",0,0,0,0,0,0,0,6,0,0
2021-2022,5750,Difensore,Ostigard,Genoa,15,"5,7","5,5",0,0,0,0,0,0,0,2,2,0
2021-2022,294,Difensore,Rugani,Juventus,12,"5,96","5,88",0,0,0,0,0,0,0,2,0,0
2021-2022,393,Difensore,Luperto,Empoli,22,"5,84","5,7",0,0,0,0,0,0,1,6,1,0
2021-2022,460,Difensore,Romagnoli,Milan,17,"5,91","5,91",1,0,0,0,0,0,0,4,1,0
2021-2022,633,Difensore,Fares,Torino,9,"5,83","6,5",2,0,0,0,0,0,1,2,0,0
2021-2022,640,Difensore,Chiriches,Sassuolo,27,"5,61","5,54",0,0,0,0,0,0,0,4,0,0
2021-2022,660,Difensore,Gyomber,Salernitana,30,"5,72","5,57",0,0,0,0,0,0,0,9,0,0
2021-2022,662,Difensore,Alex Sandro,Juventus,27,"5,72","5,63",0,0,0,0,0,0,1,3,0,1
2021-2022,770,Difensore,Pezzella Giu.,Atalanta,16,"5,94","5,97",0,0,0,0,0,0,2,3,0,0
2021-2022,2083,Difensore,Biraschi,Genoa,14,"5,57","5,43",0,0,0,0,0,0,0,4,0,0
2021-2022,2104,Difensore,Bereszynski,Sampdoria,35,"5,67","5,59",0,0,0,0,0,0,3,12,0,0
2021-2022,2174,Difensore,Venuti,Fiorentina,22,"5,82","5,64",0,0,0,0,0,0,0,4,0,1
2021-2022,2289,Difensore,Dalbert,Cagliari,27,"5,61","5,52",0,0,0,0,0,0,2,9,0,0
2021-2022,2318,Difensore,Rogerio,Sassuolo,22,"5,75","5,7",0,0,0,0,0,0,1,5,0,0
2021-2022,2335,Difensore,Luiz Felipe,Lazio,29,"5,86","5,66",0,0,0,0,0,0,0,10,1,0
2021-2022,2724,Difensore,Buongiorno,Torino,18,"5,89","5,83",0,0,0,0,0,0,1,5,0,0
2021-2022,2758,Difensore,Gunter,Verona,30,"5,82","5,58",0,0,0,0,0,0,0,10,0,1
2021-2022,2869,Difensore,Djidji,Torino,24,"5,85","5,73",0,0,0,0,0,0,0,4,1,0
2021-2022,4329,Difensore,Nikolaou,Spezia,36,"5,67","5,51",0,0,0,0,0,0,0,7,0,1
2021-2022,4378,Difensore,Ranieri L.,Salernitana,27,"5,69","5,63",1,0,0,0,0,0,0,9,0,0
2021-2022,4426,Difensore,Toljan,Sassuolo,19,"5,76","5,76",0,0,0,0,0,0,1,2,0,0
2021-2022,4775,Difensore,Tuanzebe,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4888,Difensore,Sutalo,Verona,18,"5,83","5,83",0,0,0,0,0,0,0,0,0,0
2021-2022,4891,Difensore,Soumaoro,Bologna,27,"5,85","5,59",0,0,0,0,0,0,0,6,2,1
2021-2022,4925,Difensore,Carboni,Cagliari,28,"5,71","5,54",0,0,0,0,0,0,0,6,0,1
2021-2022,5354,Difensore,Ruggeri,Salernitana,13,"5,77","5,73",0,0,0,0,0,0,0,1,0,0
2021-2022,5509,Difensore,Vina,Roma,23,"5,78","5,78",0,0,0,0,0,0,1,2,0,0
2021-2022,5677,Difensore,Perez N.,Udinese,20,"5,72","5,62",0,0,0,0,0,0,1,6,0,0
2021-2022,5691,Difensore,Zima,Torino,18,"5,89","5,81",0,0,0,0,0,0,0,3,0,0
2021-2022,5718,Difensore,Viti,Empoli,19,"5,92","5,74",0,0,0,0,0,0,0,1,1,1
2021-2022,140,Difensore,Hysaj,Lazio,27,"5,74","5,8",1,0,0,0,0,0,0,3,0,0
2021-2022,226,Difensore,Izzo,Torino,9,"5,94","5,72",0,0,0,0,0,0,0,4,0,0
2021-2022,259,Difensore,Murillo,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,550,Difensore,Maksimovic,Genoa,14,"5,86","5,79",0,0,0,0,0,0,0,2,0,0
2021-2022,630,Difensore,Sala,Spezia,17,"5,79","5,88",1,0,0,0,0,0,0,3,0,0
2021-2022,1868,Difensore,Murru,Sampdoria,20,"5,52","5,58",1,0,0,0,0,0,0,5,0,0
2021-2022,2192,Difensore,Bonifazi,Bologna,17,"5,71","5,47",0,0,0,0,0,0,0,2,1,1
2021-2022,2312,Difensore,Hristov,Spezia,16,"5,59","5,75",1,0,0,0,0,0,1,3,0,0
2021-2022,2572,Difensore,Godin,Cagliari,11,"5,5","5,45",0,0,0,0,0,0,1,3,0,0
2021-2022,4461,Difensore,Zappa,Cagliari,20,"5,65","5,55",0,0,0,0,0,0,0,2,1,0
2021-2022,4495,Difensore,Kumbulla,Roma,13,"5,88","5,69",0,0,0,0,0,0,0,6,0,0
2021-2022,5323,Difensore,Martinez Quarta,Fiorentina,18,"5,78","5,72",1,0,0,0,0,0,0,8,0,0
2021-2022,5365,Difensore,Dragusin,Salernitana,17,"5,68","5,62",0,0,0,0,0,0,0,2,0,0
2021-2022,5480,Difensore,Ebuehi,Venezia,18,"5,64","5,56",0,0,0,0,0,0,0,1,1,0
2021-2022,5484,Difensore,Svoboda,Venezia,18,"5,61","5,5",0,0,0,0,0,0,0,2,1,0
2021-2022,5527,Difensore,Zanoli,Napoli,7,"5,71","5,57",0,0,0,0,0,0,0,2,0,0
2021-2022,5804,Difensore,Cacace,Empoli,9,"5,83","5,78",0,0,0,0,0,0,0,1,0,0
2021-2022,15,Difensore,Masiello,Genoa,7,"5,64","5,43",0,0,0,0,0,0,0,3,0,0
2021-2022,73,Difensore,Gagliolo,Salernitana,14,"5,39","5,39",0,0,0,0,0,0,1,2,0,0
2021-2022,144,Difensore,Tonelli,Empoli,13,"5,5","5,19",0,0,0,0,0,0,0,4,0,1
2021-2022,261,Difensore,Ranocchia,Inter,6,"5,92","5,83",0,0,0,0,0,0,0,1,0,0
2021-2022,329,Difensore,Radu,Lazio,9,"5,72","5,61",0,0,0,0,0,0,0,2,0,0
2021-2022,390,Difensore,Ghoulam,Napoli,5,6,"5,9",0,0,0,0,0,0,0,1,0,0
2021-2022,418,Difensore,Goldaniga,Cagliari,11,"5,86","5,73",0,0,0,0,0,0,0,3,0,0
2021-2022,459,Difensore,Manolas,Napoli,4,"5,62","5,5",0,0,0,0,0,0,0,1,0,0
2021-2022,758,Difensore,Mantovani,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,791,Difensore,Sabelli,Genoa,7,"5,5","5,29",0,0,0,0,0,0,0,3,0,0
2021-2022,805,Difensore,Fiamozzi,Empoli,8,"5,44","5,5",0,0,0,0,0,0,1,1,0,0
2021-2022,2116,Difensore,Farago',Cagliari,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2021-2022,2206,Difensore,Felicioli,Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2328,Difensore,Vanheusden,Genoa,14,"5,64","5,39",0,0,0,0,0,0,0,3,0,1
2021-2022,2453,Difensore,Nastasic,Fiorentina,4,"5,38","5,25",0,0,0,0,0,0,0,1,0,0
2021-2022,2668,Difensore,Retsos,Verona,1,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,2769,Difensore,Magnani,Sampdoria,15,"5,73","5,57",0,0,0,0,0,0,0,3,1,0
2021-2022,4323,Difensore,Zeegelaar,Udinese,12,"5,58","5,5",0,0,0,0,0,0,0,2,0,0
2021-2022,4373,Difensore,Mateju,Venezia,9,"5,44","5,39",0,0,0,0,0,0,1,3,0,0
2021-2022,4374,Difensore,Walukiewicz,Cagliari,6,"5,67","5,58",0,0,0,0,0,0,0,1,0,0
2021-2022,4375,Difensore,Terzic,Fiorentina,9,"6,06","6,11",0,0,0,0,0,0,1,1,0,0
2021-2022,4403,Difensore,Chabot,Sampdoria,9,"5,61","5,33",0,0,0,0,0,0,0,5,0,0
2021-2022,4414,Difensore,Denswil,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4494,Difensore,Empereur,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4881,Difensore,Czyborra,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4945,Difensore,Calafiori,Genoa,4,"5,5","5,5",0,0,0,0,0,0,1,3,0,0
2021-2022,4946,Difensore,Frabotta,Verona,1,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,4985,Difensore,Vignali,Spezia,1,"4,5","4,5",0,0,0,0,0,0,0,0,0,0
2021-2022,5010,Difensore,Ismajli,Empoli,16,"5,47",5,0,0,0,0,0,0,0,7,0,2
2021-2022,5445,Difensore,Binks,Bologna,12,"5,88","5,75",0,0,0,0,0,0,0,3,0,0
2021-2022,5456,Difensore,Ferrarini,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5461,Difensore,Kamenovic,Lazio,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2021-2022,5463,Difensore,Aya,Salernitana,2,"4,75","4,5",0,0,0,0,0,0,0,1,0,0
2021-2022,5464,Difensore,Bogdan,Salernitana,6,"5,33","5,33",0,0,0,0,0,0,0,0,0,0
2021-2022,5466,Difensore,Strandberg,Salernitana,11,"5,68","5,41",0,0,0,0,0,0,0,0,1,1
2021-2022,5482,Difensore,Modolo,Venezia,5,"6,1","5,9",0,0,0,0,0,0,0,2,0,0
2021-2022,5503,Difensore,Kechrida,Salernitana,14,"5,36","5,43",0,0,0,0,0,0,1,0,0,0
2021-2022,5524,Difensore,Serpe,Genoa,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2021-2022,5678,Difensore,Holm,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5747,Difensore,Ruan,Sassuolo,5,"5,5","5,4",0,0,0,0,0,0,0,1,0,0
2021-2022,5764,Difensore,Coppola D.,Verona,3,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,5793,Difensore,Kasius,Bologna,6,"5,92","5,92",0,0,0,0,0,0,0,0,0,0
2021-2022,50,Difensore,Mbaye,Bologna,2,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2021-2022,224,Difensore,De Maio,Udinese,2,"4,25","4,25",0,0,0,0,0,0,0,0,0,0
2021-2022,244,Difensore,Ghiglione,Genoa,11,"5,77","5,73",0,0,0,0,0,0,1,3,0,0
2021-2022,454,Difensore,Capradossi,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,521,Difensore,Peluso,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,551,Difensore,Molinaro,Venezia,7,"5,64","5,79",0,0,0,0,0,0,1,0,0,0
2021-2022,2064,Difensore,Veseli,Salernitana,8,"5,25","5,06",0,0,0,0,0,0,0,1,1,0
2021-2022,2115,Difensore,Delli Carri,Salernitana,5,"5,6","5,5",0,0,0,0,0,0,0,1,0,0
2021-2022,2208,Difensore,Jaroszynski,Salernitana,9,"5,33","5,22",0,0,0,0,0,0,0,2,0,0
2021-2022,2214,Difensore,Kolarov,Inter,2,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,2252,Difensore,Marchizza,Empoli,19,"5,68","5,53",0,0,0,0,0,0,1,4,0,1
2021-2022,2279,Difensore,Romagna,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2315,Difensore,Stryger Larsen,Udinese,10,"5,8","5,7",0,0,0,0,0,0,1,0,0,1
2021-2022,2745,Difensore,Calabresi,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2793,Difensore,Opoku,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2838,Difensore,Imperiale,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,2860,Difensore,Malcuit,Napoli,4,"5,62","5,5",0,0,0,0,0,0,1,3,0,0
2021-2022,4366,Difensore,Armini,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4397,Difensore,Vavro,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4401,Difensore,Gabbia,Milan,7,"5,71","5,5",0,0,0,0,0,0,0,3,0,0
2021-2022,4406,Difensore,Tripaldelli,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4493,Difensore,Dawidowicz,Verona,15,"5,83","5,73",0,0,0,0,0,0,0,3,0,0
2021-2022,4519,Difensore,Cetin,Verona,1,6,6,0,0,0,0,0,0,0,0,0,0
2021-2022,4758,Difensore,Benkovic,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4932,Difensore,Ballarini,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4950,Difensore,Dalle Mura,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4984,Difensore,Ramos,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,4997,Difensore,Ruegg,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5017,Difensore,Ballo-Toure',Milan,7,"5,64","5,5",0,0,0,0,0,0,0,2,0,0
2021-2022,5316,Difensore,Amione,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5398,Difensore,Reynolds,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5465,Difensore,Sy,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5473,Difensore,Kaique Rocha,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5483,Difensore,Schnegg,Venezia,4,"5,62","5,5",0,0,0,0,0,0,0,1,0,0
2021-2022,5701,Difensore,Obert,Cagliari,4,"5,88","5,88",0,0,0,0,0,0,0,0,0,0
2021-2022,5739,Difensore,De Winter,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-2022,5773,Difensore,Ullmann,Venezia,4,"5,62","5,62",0,0,0,0,0,0,0,0,0,0
2021-2022,5820,Difensore,Bertola,Spezia,1,"6,5","6,5",0,0,0,0,0,0,0,0,0,0
2021-2022,645,Centrocampista,Milinkovic-Savic,Lazio,37,"6,46","7,54",11,0,0,0,0,0,10,4,1,0
2021-2022,2077,Centrocampista,Pasalic,Atalanta,33,"6,2","7,52",13,0,0,0,0,0,6,3,0,0
2021-2022,2172,Centrocampista,Barak,Verona,29,"6,28","7,45",11,0,0,4,4,0,3,4,0,0
2021-2022,704,Centrocampista,Perisic,Inter,35,"6,49","7,29",8,0,0,1,1,0,6,4,0,0
2021-2022,2194,Centrocampista,Calhanoglu,Inter,33,"6,18","7,02",7,0,0,3,3,0,12,11,0,0
2021-2022,2775,Centrocampista,Ruiz,Napoli,31,"6,29","7,06",7,0,0,0,0,0,4,2,0,0
2021-2022,530,Centrocampista,Pellegrini Lo.,Roma,28,"6,36","7,18",9,0,0,3,2,1,3,6,1,0
2021-2022,632,Centrocampista,Zaccagni,Lazio,30,"6,3","6,93",6,0,0,1,1,0,4,6,0,0
2021-2022,1870,Centrocampista,Barella,Inter,36,"6,44","6,88",3,0,0,0,0,0,11,9,0,0
2021-2022,5451,Centrocampista,Bajrami,Empoli,34,"6,16","6,79",6,0,0,3,3,0,5,3,0,0
2021-2022,332,Centrocampista,Candreva,Sampdoria,36,"6,29","6,96",7,0,0,2,1,1,10,6,1,0
2021-2022,335,Centrocampista,Felipe Anderson,Lazio,38,"6,03","6,68",6,0,0,0,0,0,8,2,0,0
2021-2022,376,Centrocampista,Verdi,Salernitana,17,"6,06","7,06",6,0,0,1,1,0,0,3,0,0
2021-2022,152,Centrocampista,Zielinski,Napoli,34,"6,09","6,75",6,0,0,0,0,0,5,1,0,0
2021-2022,1980,Centrocampista,Aramu,Venezia,32,"6,08","6,7",7,0,0,4,3,1,5,6,0,0
2021-2022,2857,Centrocampista,Traore' Hj.,Sassuolo,27,"6,28","7,04",7,0,0,0,0,0,1,3,0,0
2021-2022,2085,Centrocampista,Luis Alberto,Lazio,34,"6,13","6,79",5,0,0,0,0,0,10,5,0,0
2021-2022,2529,Centrocampista,Mkhitaryan,Roma,31,"6,27","6,89",5,0,0,0,0,0,6,2,1,0
