Stagione,Id,Ruolo,Giocatori,Squadra,Presenze,Media Voto,Fanta Media,Goal Fatti,Goal Subiti,Rigori Parati,Rigori Calciati,Rigori Segnati,Rigori Sbagliati,Assist,Ammonizioni ,Espulsioni,Autogoal
2020-2021,2013,Attaccante,Ricci F.,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,2743,Attaccante,Santander,Bologna,2,"6,25","6,75",0,0,0,0,0,0,1,0,0,0
2020-2021,2773,Attaccante,Sprocati,Parma,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2020-2021,4335,Attaccante,Schiappacasse,Sassuolo,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,4346,Attaccante,Millico,Torino,1,6,6,0,0,0,0,0,0,0,0,0,0
2020-2021,4368,Attaccante,Juwara,Bologna,1,6,6,0,0,0,0,0,0,0,1,0,0
2020-2021,4387,Attaccante,Adorante,Parma,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4388,Attaccante,Adekanye,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4489,Attaccante,Rauti,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4862,Attaccante,Diallo Am.,Atalanta,1,6,"5,5",0,0,0,0,0,0,0,1,0,0
2020-2021,4923,Attaccante,Colombo,Milan,2,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2020-2021,4938,Attaccante,Moro,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4940,Attaccante,Gagliano,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,4991,Attaccante,Gudjohnsen,Spezia,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5011,Attaccante,Dragus,Crotone,5,"5,3","5,3",0,0,0,0,0,0,0,1,0,0
2020-2021,5013,Attaccante,Asoro,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5060,Attaccante,Ake' M.,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5297,Attaccante,Luvumbo,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5303,Attaccante,Males,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5361,Attaccante,Rabbi,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5378,Attaccante,Oddei,Sassuolo,3,"6,33",7,0,0,0,0,0,0,2,0,0,0
2020-2021,5414,Attaccante,Karamoko Is.,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5419,Attaccante,Correia,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,5436,Attaccante,Raimondo,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
